gene_id	KO1CT	KO1G	KO1NH	KO1NL	KO2CT	KO2G	KO2NH	KO2NL	KO3CT	KO3G	KO3NH	KO3NL	WT1CT	WT1G	WT1NH	WT1NL	WT2CT	WT2G	WT2NH	WT2NL	WT3CT	WT3G	WT3NH	WT3NL
Gm41321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aanat	2	2	2	5	1	6	4	2	0	2	4	3	0	2	13	5	0	8	0	2	4	5	14	0
H2al2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2al2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5830408C22Rik	18	22	2	27	18	20	1	18	20	15	2	22	4	8	7	15	20	8	0	13	8	12	2	22
LOC115489315	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LOC115488162	85	141	227	130	103	162	178	135	79	158	272	135	67	140	250	172	55	132	165	138	75	138	198	156
Lgi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Dpyd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Serf1	0	20	37	25	7	26	38	22	0	37	55	28	14	116	141	45	17	71	73	48	8	85	107	68
Serf2	4316	4520	4064	4246	3844	4941	4299	4805	4055	5521	4283	4329	5289	4655	4739	3819	4498	4548	4277	3915	3674	4663	4256	4683
Gm28979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpys	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dll4	39	22	27	36	67	31	21	18	49	28	31	17	51	21	28	20	32	8	12	9	33	27	20	25
Hsfy2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45969	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	3	0	1	0
Gm45968	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gdap1l1	1	4	2	9	2	6	10	6	2	0	2	5	0	6	0	5	4	2	2	4	0	3	5	10
Gm45965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm45964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim10l1	713	749	852	720	728	809	840	907	740	797	980	847	682	780	877	842	798	807	808	740	647	910	875	896
A630023A22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930012L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd160	71	1142	3228	1113	91	1344	3408	1430	101	1449	4248	1334	149	2169	3735	2432	152	2578	3134	2612	124	2460	3380	2488
Cd163	3	0	0	1	4	0	0	2	11	7	0	0	12	5	0	11	12	0	0	0	11	2	0	0
Cd164	16327	13566	13157	14227	16706	13486	12726	15348	15327	11769	13182	16128	15734	13215	13696	14079	16790	13326	13858	13431	15365	13197	15136	13520
Srp9	1634	1428	1261	1444	1720	1471	1433	1521	1558	1699	1527	1569	2749	1704	1677	1460	2163	1624	1551	1491	1999	1617	1791	1650
Gm35164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930002C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35166	5	0	5	2	15	7	6	3	6	2	0	2	3	3	2	1	6	0	5	3	6	3	6	4
Gm35167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35162	0	0	0	0	0	0	0	0	0	2	0	0	2	1	3	0	0	0	0	0	3	0	0	0
Gm35163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo15b	12	15	8	7	15	8	9	11	14	9	15	11	16	13	14	11	9	9	12	8	9	10	12	10
Gm35169	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	5	0	0	0	2	0	2	0
Nedd1	531	564	644	599	588	574	666	583	587	634	693	608	314	515	674	638	350	611	610	614	383	616	653	585
2810029C07Rik	7	8	6	12	26	6	3	10	27	2	2	9	27	2	4	16	25	8	2	14	25	8	8	10
Gm33836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1bg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srpr	5179	3904	5317	3779	4625	4026	5158	4316	4888	3953	6013	4438	4398	4814	6324	5174	4640	5180	6494	4946	4711	4946	6505	4874
Gm33830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10451	12	15	35	15	24	27	42	36	7	19	23	21	17	33	41	26	12	18	29	13	12	17	25	18
Gm33833	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Gm10457	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2
Dsel	127	116	79	137	155	135	102	104	147	97	129	149	106	106	99	158	151	110	111	125	185	116	126	106
Gigyf1	5581	4764	1813	5172	5166	4541	1791	5103	5050	4238	1884	5582	4268	3455	1842	4591	5225	3426	1891	3969	6096	3294	1984	4800
Gigyf2	2700	2641	2980	2206	2451	2529	2977	2493	2953	2230	2849	2479	1947	2958	3166	3048	2567	3046	3285	2669	2990	2887	3236	2508
Rpp21	724	768	675	785	631	920	705	964	664	923	715	994	904	790	945	609	761	742	743	700	689	813	784	931
1700011B04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpp25	2	16	38	18	0	18	22	24	0	27	38	11	2	30	58	24	7	42	47	34	2	56	61	31
Myo9b	10354	9537	6072	9216	10880	8900	6265	9533	10508	7853	5967	9529	7759	7895	5703	9009	9375	7985	6392	8804	10780	7450	6353	8220
Myo9a	1131	1796	1115	1282	1154	1657	1149	1405	1254	1401	1116	1625	761	1509	1178	1379	877	1433	1059	1188	931	1489	1282	1227
Gm46397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46390	78	186	314	165	90	203	228	153	82	212	304	160	107	192	332	148	113	253	252	153	78	215	283	145
Gm46393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46392	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm44700	2	0	0	0	2	0	0	0	0	0	0	6	0	2	0	2	0	3	0	0	0	0	2	0
Rnf32	17	39	4	88	29	41	6	53	24	47	4	75	16	10	0	59	23	10	6	30	20	5	2	71
Gm46398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167929	6	8	4	0	8	0	0	4	8	2	2	3	5	2	0	3	4	2	2	1	3	0	0	2
Rnf31	1410	3312	2475	3775	1427	3187	2451	3752	1485	2868	2200	3639	1502	2484	1768	3549	1714	2653	1722	3513	1852	2584	1715	3451
Gm35203	4	2	0	6	5	3	2	0	1	2	8	1	0	2	2	0	2	6	3	0	2	3	0	0
Esrrg	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esrra	256	459	466	425	162	456	451	442	249	477	470	473	282	586	618	480	267	544	564	446	283	554	628	480
Esrrb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm38636	0	4	12	6	1	3	12	0	0	2	20	8	0	1	10	4	0	0	7	1	0	6	16	8
Erfe	3	0	2	2	3	2	8	4	6	2	4	0	3	0	5	4	6	3	8	6	2	0	8	7
Erfl	15	2	0	6	8	2	2	7	4	6	2	19	0	5	1	10	4	4	2	6	5	2	2	10
4930524C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810039B14Rik	13	20	15	22	14	8	24	14	18	20	30	12	16	15	18	17	3	22	25	24	7	24	30	30
1700017L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38984	97	15	4	14	80	17	10	14	59	14	6	24	27	6	2	12	27	5	3	6	30	3	3	9
Gm41283	4	6	6	0	9	0	0	0	0	3	6	0	0	0	0	0	0	0	5	0	4	0	4	0
1700018A04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41287	16	42	50	16	30	34	56	31	33	37	35	37	16	39	44	11	32	29	35	36	14	26	36	55
Gm41284	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Gm41285	29	24	4	27	32	32	8	24	54	16	5	19	23	8	8	8	22	5	5	10	39	16	11	12
4930566D17Rik	18	2	2	6	4	0	6	7	7	3	4	3	2	2	0	2	7	0	0	2	9	0	2	2
Col9a2	3	3	2	1	3	1	4	2	0	5	0	0	0	0	1	2	0	0	0	2	2	0	5	0
Aldh8a1	8	7	12	8	9	6	12	12	9	4	11	7	17	8	10	18	8	7	10	7	6	10	17	7
Pramel47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr1	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
Pramel44	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pramel43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
Gpr4	11	6	35	22	15	6	39	28	5	4	53	9	21	11	57	42	22	20	34	21	9	9	27	34
Pramel49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp750	3	0	0	0	5	0	0	2	0	0	0	2	0	0	0	0	0	0	3	0	0	2	0	0
Csf3r	0	6	0	9	0	6	0	0	13	12	13	6	29	5	5	9	12	10	5	4	7	5	6	7
Arhgap20os	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Tfb2m	1733	1274	1684	1055	1511	1421	1659	1196	1717	1401	1780	1195	2265	1794	1992	1417	2321	1697	1914	1352	2294	1781	2025	1514
Ywhab	3910	3810	3910	3302	3260	4181	4013	3561	3547	4260	4303	3580	4003	4514	4329	4034	4018	4411	4082	3935	3826	4668	4563	4169
Qrfprl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm41866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41863	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	3	0	0	0
Gm41860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ywhag	1197	2150	2812	1872	949	2123	2929	1900	1141	2245	3085	1954	1506	2854	3092	2533	1437	2864	3287	2474	1453	2964	3380	2235
Cga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4f16	13	0	2	5	8	4	0	4	11	4	7	4	7	4	2	0	11	6	2	2	10	7	2	7
Cwf19l2	703	662	316	600	740	679	392	654	710	575	394	683	427	447	340	567	530	424	336	480	534	414	324	436
Erp44	1527	2222	2454	2098	1378	2149	2458	2282	1449	2154	2678	2313	1815	2265	2700	2402	1721	2521	2867	2338	1640	2415	2933	2456
Fyttd1	1189	1865	2187	1556	1216	2035	2120	1586	1225	1845	2103	1820	1302	2144	2211	1839	1212	2253	2132	1825	1234	2211	2384	1818
Gm10631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C230014O12Rik	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0
Coil	288	432	640	318	298	395	723	368	396	436	692	406	425	610	766	495	443	549	717	484	430	596	803	465
Praf2	425	345	297	341	371	362	308	398	376	426	363	346	480	368	354	343	386	412	382	293	394	384	395	396
Aarsd1	235	432	558	306	223	421	595	322	241	444	525	345	295	522	528	389	292	510	613	314	255	566	586	402
Gm15241	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15246	13	27	9	21	11	13	19	20	9	25	14	22	9	15	14	22	16	20	18	19	8	17	18	13
Gm15245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13165	0	3	2	2	3	2	3	7	8	6	3	2	5	0	3	3	3	4	2	3	0	1	2	2
Gpr37l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2410004I01Rik	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osr2	0	0	7	2	4	0	3	0	4	0	0	0	2	0	6	0	2	2	3	1	0	0	6	2
Gm52548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Srp54a	775	1699	2106	1342	778	1175	1687	1387	790	1718	1862	1571	690	1744	1888	1477	709	2033	1629	1722	648	1617	2092	1195
Srp54b	1923	3534	3630	2804	1588	4023	3836	3272	2064	3295	3651	3566	2073	3416	3530	3773	2061	3641	3874	3266	1855	4081	4171	3358
Srp54c	2064	2804	3360	2974	2045	3248	3428	3310	2180	3194	3247	2713	2220	3161	3123	2989	1792	3398	2976	2983	1813	3199	3116	3224
Gm52541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52540	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52547	0	0	0	5	0	5	2	6	0	0	0	9	3	5	0	2	2	0	2	4	0	0	2	0
Gm52546	56	4	0	6	27	12	2	10	42	6	4	7	20	0	2	4	25	0	0	5	18	4	4	13
9030616G12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc28a2	5908	3379	167	4582	5417	3119	172	4579	5787	3306	196	5142	3541	1498	119	3650	4070	1416	101	2968	4976	1239	103	3943
Nrep	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
Slc22a22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc28a1	0	3	0	0	0	6	4	3	6	4	5	0	0	2	3	11	11	3	2	5	0	6	0	2
Npy4r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52895	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52894	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fndc4	7	2	0	7	10	5	2	2	8	3	14	0	13	7	8	10	24	5	9	0	17	6	10	0
Fndc5	8	0	0	0	6	4	2	6	12	0	0	6	16	0	0	2	11	4	0	0	11	7	2	0
Gm52899	23	7	4	13	17	7	9	7	26	5	3	14	16	6	4	3	10	6	5	10	16	9	3	9
Fndc7	4	2	0	2	4	0	2	4	4	0	0	3	7	3	0	12	5	0	0	0	8	2	0	0
Fndc1	9	6	0	0	0	3	2	16	0	0	5	2	2	0	3	0	0	0	0	0	3	0	0	0
LOC100041712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15860	17	16	8	38	21	21	4	35	17	14	6	27	12	3	13	19	16	19	8	16	13	6	4	24
Hnf4aos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4035	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col24a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bsph2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bsph1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata5l1	305	1402	1471	1129	309	1460	1578	1214	344	1403	1385	1149	423	1580	1428	1406	432	1568	1429	1409	488	1532	1490	1361
Olfr287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Folr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Folr2	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	6	2	0	2	0	0	0
Gm40054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flad1	426	822	643	774	423	777	669	738	448	855	743	834	431	714	607	625	356	763	656	708	420	753	608	747
Gm40057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uba2	2430	4188	4895	3744	2362	4487	4638	4024	2373	4232	5158	4281	2897	4780	5093	4650	2906	4872	5493	4503	2883	4947	5427	4693
Wee1	121	326	555	225	127	361	619	255	117	349	604	255	237	535	682	338	195	603	784	388	207	510	770	254
4833427F10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5817	28	39	15	92	42	61	11	81	18	67	19	67	22	31	8	32	23	30	14	34	19	20	10	45
Olfr491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrg3os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oog4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oog3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oog2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oog1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cahm	3	0	14	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	8	0
Det1	257	757	769	646	231	836	801	691	277	759	773	746	280	762	712	659	264	835	597	656	239	823	662	678
Pwp1	1019	3169	5282	1950	1024	3405	5257	2410	1042	3429	5470	2531	1353	4648	5482	3702	1178	4730	5653	3740	1153	5005	5783	3343
Ndufs1	1758	1874	1959	1604	1770	1914	2040	1843	1835	1927	1989	1804	1893	2053	2285	1967	1794	2112	2134	1854	1871	2082	2164	1830
Ndufs2	2139	2202	1814	2046	2108	2138	2017	2088	2171	2357	1978	2126	2696	2266	2145	2180	2471	2269	2036	2034	2560	2226	2050	2234
Ndufs3	1151	1675	1740	1414	1120	1767	1976	1515	1149	1886	1981	1559	1417	1826	1910	1480	1288	1869	1702	1448	1226	1841	1890	1555
Ndufs4	536	680	674	640	566	684	666	752	589	822	716	872	722	843	1003	684	636	661	684	676	554	778	904	808
Ndufs5	208	264	456	311	198	308	388	339	210	350	426	366	318	344	374	278	253	392	439	258	194	343	437	364
Ndufs6	373	537	686	436	469	634	727	522	397	700	837	498	607	852	1109	493	566	846	864	596	452	850	885	666
Ndufs7	711	1117	1312	1096	554	1214	1202	1080	606	1355	1463	1097	787	1386	1411	970	710	1497	1208	1233	686	1465	1333	1354
Ndufs8	856	1120	1582	937	741	1162	1455	1074	871	1442	1778	1038	1557	1546	2103	1030	1295	1798	1738	1227	1184	1834	1977	1550
Meox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Olfr720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt4	25	12	35	9	40	7	55	15	29	15	50	16	19	66	193	62	21	43	169	57	16	41	192	57
Olfr726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmyc	316	523	451	434	197	447	396	347	213	518	402	373	299	359	342	277	257	326	298	218	206	399	328	289
Tmem61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A230056J06Rik	0	4	0	6	6	2	2	2	2	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0
Lrrc27	13	10	8	5	4	2	4	0	16	4	20	6	22	5	4	2	12	6	8	4	18	4	6	7
Lrrc26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Lrrc25	10	3	0	4	11	0	2	6	6	0	4	0	25	4	0	5	31	0	4	2	15	10	4	2
Lrrc24	55	30	45	23	55	21	37	34	39	30	45	34	40	43	42	16	30	30	44	18	39	50	47	40
Lrrc23	211	27	5	32	153	17	1	37	197	62	0	44	110	5	0	22	94	10	4	5	90	6	0	19
Clptm1	2941	4463	5025	3965	2991	4280	5036	4132	2928	4535	5789	3959	3792	5473	5706	4923	3665	5434	5670	4814	3506	5160	5480	4899
Lrrc20	44	121	166	104	26	129	180	110	55	155	197	109	67	220	167	147	54	203	205	126	42	242	209	193
Mvb12b	1303	685	647	765	1388	677	664	878	1482	601	743	814	1216	610	566	607	1203	492	587	587	1193	540	658	606
Mvb12a	482	501	219	543	512	510	239	534	540	490	315	590	794	544	353	558	626	605	381	573	599	570	350	701
Lrrc29	71	115	64	97	58	113	74	126	47	103	63	115	44	94	40	111	43	99	53	85	52	83	44	110
Lrrc28	400	270	113	402	413	327	130	427	378	370	136	435	344	183	123	346	333	229	138	268	308	204	123	323
Gas2l1	17	11	9	18	39	15	0	7	21	21	10	18	41	15	12	21	25	16	19	24	37	8	25	17
Gas2l3	23	12	21	22	26	16	31	18	35	29	14	14	22	14	16	34	37	19	13	22	44	8	36	21
Gas2l2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0
Rab11fip4os1	0	3	6	2	0	0	6	3	0	0	11	0	0	3	2	3	2	5	7	7	0	0	5	0
Rab11fip4os2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15787	60	36	22	32	53	39	19	27	65	25	17	53	61	29	32	44	50	28	21	33	56	20	14	22
Ang4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ang5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ang6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
